Mon Nov 06 01:34:22 +0000 2023,1.72E+18,saking sensinya sama lrt tiap ada yg ngetweet lrt gue kira lg bahas lrt jabodebek bukan last retweet,0,1,0,0,in,1.56E+18,1.72E+18,casuaalheart,https://twitter.com/casuaalheart/status/1721340213572915262,,,,,,,,,,,
Mon Nov 06 01:20:54 +0000 2023,1.72E+18,With only 8 out of 31 trainsets in use and no update on how many trainsets are currently being repaired schedules for LRT Jabodebek are still problematic with headways between 30 and 60 minutes and last trains leaving at 8 PM.,0,0,0,0,en,1.22E+18,1.72E+18,johanstravel,https://twitter.com/johanstravel/status/1721336823795032527,,,,,,,,,,,
Mon Nov 06 01:18:42 +0000 2023,1.72E+18,@al3xander_12 @NarasiNewsroom WIKA utk stasiun KCIC Halim Adhi Karya utk stasiun LRT Jabodebek,0,0,0,1,in,1.22E+18,1.72E+18,johanstravel,https://twitter.com/johanstravel/status/1721336268737654834,,,,,,,,,,,
Mon Nov 06 01:06:22 +0000 2023,1.72E+18,@lrtjabodebek lift cikunir 2 error,0,0,0,0,is,252567015,1.72E+18,timothyjuliano,https://twitter.com/timothyjuliano/status/1721333165435035737,,,,,,,,,,,
Mon Nov 06 01:04:06 +0000 2023,1.72E+18,@ayanashb0306 Asal jangan naik lrt Jabodebek ay nanti mama kamu bakal trauma dan gak mau naik lagi wkwkwk🤣 Tapi kalo lrt Jakarta gpp kualitas 11 12 sama mrt Jakarta...,0,0,0,1,in,3064756628,1.72E+18,mochaar15,https://twitter.com/mochaar15/status/1721332598402847135,,,,,,,,,,,
Mon Nov 06 01:02:49 +0000 2023,1.72E+18,@rizkidwika Anjing emang LRT jabodebek. Goblok kualitasnya sampah,0,0,0,0,in,40018281,1.72E+18,orenkucing05,https://twitter.com/orenkucing05/status/1721332272522318245,,,,,,,,,,,
Mon Nov 06 01:02:39 +0000 2023,1.72E+18,Waduh! Hujan Buat Atap Bangunan Penghubung di Stasiun Cawang LRT Jabodebek Jebol KAI: Kami Mohon Maaf  https://t.co/00Gc025syL,0,0,0,0,in,1.50E+18,1.72E+18,disway_id,https://twitter.com/disway_id/status/1721332233733276043,,,,,,,,,,,
Mon Nov 06 00:55:33 +0000 2023,1.72E+18,gara-gara lrt jabodebek sebusuk itu sekarang berangkat kantor sampe 2.5 jam lagi 🙂,0,1,0,0,in,7.11E+17,1.72E+18,hisownIamb,https://twitter.com/hisownIamb/status/1721330446188089597,,,,,,,,,,,
Mon Nov 06 00:52:33 +0000 2023,1.72E+18,Senasib! Stasiun LRT Jabodebek dan Kereta Cepat Alami Insiden https://t.co/TUYslr8b2H,0,0,0,0,in,118646322,1.72E+18,Bisniscom,https://twitter.com/Bisniscom/status/1721329687920865321,,,,,,,,,,,
Mon Nov 06 00:51:55 +0000 2023,1.72E+18,Minimal malu @lrtjabodebek @KAI121,0,0,0,0,et,425109519,1.72E+18,alpakirin,https://twitter.com/alpakirin/status/1721329530512822468,,,,,,,,,,,
Mon Nov 06 00:41:04 +0000 2023,1.72E+18,Stasiun LRT Jabodebek di Cawang dan kereta cepat Whoosh di Halim terlihat tak mampu menampung air hujan pada Sabtu (4/11). #bisnisupdate #update #bisnis #text https://t.co/BkpfpsbJGO,0,2,1,1,in,7.60E+17,1.72E+18,kumparan,https://twitter.com/kumparan/status/1721326799320440925,,,,,,,,,,,
Mon Nov 06 00:38:47 +0000 2023,1.72E+18,Audit dah bareng @lrtjabodebek,0,0,0,0,in,78575787,1.72E+18,Rangerbiru,https://twitter.com/Rangerbiru/status/1721326225057321117,,,,,,,,,,,
Mon Nov 06 00:28:34 +0000 2023,1.72E+18,@lrtjabodebek ayo atuh bulan ini jadwalnya berubah sampai jam 22:00 WIB kaka kece 🙂jak,0,0,0,0,in,357225139,1.72E+18,topantooo,https://twitter.com/topantooo/status/1721323656268464546,,,,,,,,,,,
