User,Isi konten,preprocessed,Date
RadarKorupsi,,_soentana ini warga ntb sdra saya yang waras hahahab,2023-06-20 14:25:50+00:00
5MajikanIsMood,,"ini bukannya yg jd soal korupsi itu? buat nangkep sinyal satria, bts² di sini dibuat seadanya. alhasil ga bisa nangkep sinyal satria. negara rugi krn bikinnya mahal, ngeluncurinnya mahal. cm bs bertahan bbrp thn menyiarkan sinyal, eeehhh... ga bs ditangkap pula sinyalnya",2023-06-20 14:25:45+00:00
kiyauhalusmama,,"pembangunan akibat korupsi biasanya, terbengkalai",2023-06-20 14:25:23+00:00
BANGSAygSUJUD,,"_reborn _lembu _fahnoor _inismyname mereka lupa jika saat ini musuh kita bukan sesama anak bangsa tetapi tekanan asing juga korupsi, kemiskinan dll. saling menjatuhkan biarlah menjadi milik masa lalu, sekarang bagaimana baiknya ke depan agar cari sandang pangan mudah, damai dan sejahtera meliputi anak cucu kita",2023-06-20 14:25:21+00:00
bhayangkaraco,,"korupsi dana desa proyek jahit menjahit sergai, kades kades dituntut ganti rugi https://t.co/tlkcoqy ea",2023-06-20 14:24:34+00:00
kakung_yk,,"__ modal meme aja bangga... hebatnya jokowi, ga pandang bulu, korupsi ya sikat.... beda ma koalisi perubahan, maling pada dibela habis an...",2023-06-20 14:24:24+00:00
rasbwerryy,,"_app meresahkan pak kasus korupsi ini, alhamdulillah ada pelatihan anti korupsi",2023-06-20 14:24:24+00:00
jubidotcom,,sejumlah mantan napi korupsi maju di pileg papua selatan https://t.co/ex ml,2023-06-20 14:23:38+00:00
didinsaifudin08,,"kembalikan lagi negara ini dgn memperbaiki demokrasi yg sdh melemah, konstitusi ditabrak dan korupsi yg merajalela disemua lini ... ayo kami ingin ada gerakan perubahan semua elemen masyarakat bersatu unrik mengembalikan indonesia sesuai keinginan reformasi",2023-06-20 14:22:29+00:00
mutajir_mohamat,,_ri korupsi... hancur ini negara dikelola mafia..,2023-06-20 14:21:25+00:00
elpoghu,,"mungkin kebanyakan pejabat cuma mementingkan perutnya sendiri, bukan buat kemaslahatan rakyat dan negara. lihat saja korupsi hampir ada di semua sektor.",2023-06-20 14:20:22+00:00
nasgorkmbing,,yg saleh banyakan pd korupsi,2023-06-20 14:20:03+00:00
NanangK13339713,,alamak.... yang ditugaskan berantas korupsi malah ikut an trend saat ini... bubarin saja deh... balikin ke kejaksaan dan polri saja.... dan masih ada bpk juga kan.... https://t.co/i cubaorcc,2023-06-20 14:18:58+00:00
DaydaDayy,,"_zulhan partai yg banyak mnyimpan maling adlh partai demokrat, buktinya dari pusat sampai ke daerah"" kasus korupsi paling bnyak adlh partai demokrat",2023-06-20 14:18:52+00:00
awroxra,,_app semoga makin berkurang dehh kasus korupsi,2023-06-20 14:18:05+00:00
JuniorRoseanne,,bjirrrr lu bibit korupsi gak jawab soal terus mau dapet,2023-06-20 14:16:46+00:00
amq121286,,"_achmadi sekarang logika aja, dia ngaku doyan nnton film xxx, jateng masuk salah satu prov termiskin, banjir msih banyak, pernah tersandung kasus korupsi walaupun msih ngambang, masak iya bisa paling tinggi",2023-06-20 14:16:45+00:00
M1ch3lAd4m3l3l,,"""bagaimana caranya supaya tidak terpidana karena korupsi? jangan mau diajak korupsi, apapun situasinya dan siapapun dia yang ngajak. ini aman sampai kapanpun"" (pakar)",2023-06-20 14:15:10+00:00
AbdulKholik2024,,_chotimah mentor korupsi e-ktp,2023-06-20 14:14:30+00:00
kimi198021,,jika ada jaminan bisa masukkan bui orang orang yg korupsi di kabinet saya pilih anies saja,2023-06-20 14:13:19+00:00
SopirMikro,,"populer sulut: bpkp audit korupsi bansos manado, jemaah haji meninggal, harga sapi kurban jokowi https://t.co/yybw hjep",2023-06-20 14:13:12+00:00
starryxatnight,,_app semoga yg korupsi pada tobat yaaaa,2023-06-20 14:12:18+00:00
cagubnyinyir2,,telah diperiksa kpk syahrul yasin limpo pukul wib soal korupsi di lingkungan kementan. saya pasrah pasti akan saya pertanggungjawabkan. https://t.co/mmjicxs _onche ____robin _buja,2023-06-20 14:11:47+00:00
shibalwinskuy,,ketauan korupsi,2023-06-20 14:11:26+00:00
msyuono,,"investor juga nunggu hasil pilpres kali.. kepastian hukum, index korupsi dan keterbukaan informasi jadi pertimbangan utama mereka.. kecuali investor yg suka maen dlm gelap.",2023-06-20 14:10:25+00:00
onedxnew,,korupsi,2023-06-20 14:10:18+00:00
Rafliyandinata,,"hal yg paling spektakuler dari era pk jokowi adalah, korupsi semakin menggile, jauh berlipat jika di banding ama era orba. hutang menggunung, kepastian hukum rendah, indeks demokrasi merosot. beban ekonomi rakyat semakin berat https://t.co/csfiqtrnrl https://t.co/ vwu qf",2023-06-20 14:10:02+00:00
SoF72233446,,"tokoh anti korupsi??? adakah kalian membahas, supaya mr. dan rekan politisi yang diparlemen mau mensahkan uu perampasan aset koruptor??",2023-06-20 14:09:50+00:00
Tribun_Manado,,"korupsi pt air manado, dakwaan dianggap janggal, joko suroso pilih ajukan eksepsi ke hakim https://t.co/ nqpsa tm lewat https://t.co/exvzxxs fd",2023-06-20 14:09:49+00:00
okezonenews,,dugaan pungutan liar (pungli) rp miliar disinyalir terjadi rumah tahanan (rutan) gedung merah putih komisi pemberantasan korupsi https://t.co/cgbax ev,2023-06-20 14:09:49+00:00
Ibn_xine,,"perpanjangan masa jabatan kpk adalah korupsi apa tidak malu itu penyidik _ri membiarkan wujud korupsi ini dilakukan? ayo pak segera proses, tangkap dan hukum berat firli bahuri cs.",2023-06-20 14:09:43+00:00
ViantAntony,,usut tuntas di keminaq kasus korupsi.,2023-06-20 14:09:33+00:00
Sofian42143091,,"he..he..msih percaya sm dewas kpk!!,he..he..klw orang di dewas kpk itu di ambil dari orang nya icm,pludem,maki,para penggiat anti korupsi baru lah boleh percaya pd dewas kpk,lah ini yg mengisinya jg kita tdk pd tahu siapa orang nya,rekan jejaknya dsb,dewas kpk sdh jdi kacung kpk",2023-06-20 14:09:09+00:00
DaydaDayy,,"partai dan keluarga terkorupsi paling banyak di negara ini, pimpinan korupsi makanya bawahan semua ikut korupsi",2023-06-20 14:09:03+00:00
Loba_kahayank,,"_chotimah itu kan sudah dibuktikan dipersidangan bro, tidak terbukti terima duit korupsi e-ktp, itu yg anda tampilkan judul berita aja bro",2023-06-20 14:08:10+00:00
deewpd,,kamu teriak anti korupsi. meanwhile kamunya masuk kelas titip absen? kamu pikir itu bukan korupsi?,2023-06-20 14:07:16+00:00
betafullyo11,,betul juga. semakin hari semakin bertambah saja kasus hutang dan korupsi kabinet rezim ini.,2023-06-20 14:06:56+00:00
Loba_kahayank,,_chotimah memang terbukti sebagai koruptor bro kasus korupsi apa _ri tolong dijelaskan pak,2023-06-20 14:06:52+00:00
ZhanghaoMGR,,lah kok udah. gw lagi masa kejayaan hey. monopoli gw lg sampe korupsi,2023-06-20 14:06:47+00:00
donibar,,"semua opini dan pendapat silahkan saja bebas merdeka sesuka sukanya, btw persoalan korupsi yang sudah ada alat bukti dari kejaksaan atau kpk tidak elok jika dikaitkan dengan konspirasi politik. korupsi is korupsi yang memang harus diberantas oleh pemangku hukum.",2023-06-20 14:06:10+00:00
littlxedoe,,"_app wihh ada pelatihan nya, bisa nih basmi korupsi",2023-06-20 14:05:57+00:00
EfrizalLubis,,kalau dipikir-pikir apa hubungan ruginya suatu usaha dengan kpk ya...bukannya kpk itu untuk penanganan korupsi,2023-06-20 14:05:41+00:00
ade_rusmaya,,"tukan goblok banget.,setiap pmmbangunn slalu kdodorn dlm pmbayarn....emg'a setiap akn mmbangun tdk prnh di rundingkn segala hal'a dlu ??? atw trlalu serakah korupsi'a ya ??? hhh",2023-06-20 14:04:53+00:00
mycrowvee,,@_pearpeach jauh dari kata penipuan dan korupsi,2023-06-20 14:03:03+00:00
loghanaja,,_koko kalo ada pejabat korupsi mah sikat aja kali gak harus jalur segala.. wajar kalo kritik atau menghujat pejabat yg sudah jadi tersangka korupsi,2023-06-20 14:02:57+00:00
wongsosoko,,"ya.. ujung ny org sempurna itu cm bs ngebully.. emg dia bikin kerugian apa ya? cb bandingin sm korupsi pjbt deh kalo mau adu nyinyir. emg nature manusia gt.. ngumpul ke tempat yg mayoritas merasa seolah paling bener, tp ujung ny cm ngelempar cemoohan. is that even better?",2023-06-20 14:02:20+00:00
pandangan_jogja,,"miris. korupsi terjadi di tubuh lembaga yang menjadi jantung dari pemberantasan korupsi di indonesia, yaitu kpk. https://t.co/srimnoawzs] https://t.co/aa np gh",2023-06-20 14:01:35+00:00
Loba_kahayank,,_rifani _chotimah perlu diluruskan ini pak apakah betul anda ahli bidang korupsi,2023-06-20 14:01:28+00:00
bakhtanizar,,restorasi jadi partai korupsi?,2023-06-20 14:01:01+00:00
Loba_kahayank,,"_chotimah fakta dipersidangan tidak terbukti bro, fairlah.. kalau terbukti terima duit korupsi e-ktp, mungkin sudah jadi tahanan bro sama kayak setya novanto",2023-06-20 13:59:35+00:00
ADK_65,,"aku yo yakin. btw, semoga kalian-kalian ini kelak kalau jadi pejabat tidak korupsi nggih? _/\_",2023-06-20 13:59:11+00:00
belairby,,"_app semangat pak, korupsi emang selalu bikin malu",2023-06-20 13:57:24+00:00
DeddyKusdedi3,,_cr w__ ba mau bongkar kss korupsi pembayaran rutin gj fiktif di kemendikbud jmlh nya fantas tis,2023-06-20 13:56:40+00:00
juwita_sjp,,hati jangan pilih dari gerombolannya dia. partai terindikasi mudah korupsi. makan ngaku,2023-06-20 13:56:21+00:00
tukangbotol,,"lha ya kejar lah, kerja bener nggak ini kapolrinya. kok ada korupsi bisa mandek?",2023-06-20 13:56:03+00:00
SonAry_15,,indonesia darurat korupsi dari daerah sampai pusat.,2023-06-20 13:55:00+00:00
juwita_sjp,,"kita butuh pemimpin yg bisa berantas korupsi kolusi dan nepotisme agar negara ini benar dikelola secara bagus dan profesional. bkn seperti sekarang bagi kursi. bumn bnyak yg rugi, dana asuransi dikorupsi. hutang menggunung. memang kt sdh salah milih pemimpin, jgn terulang lg",2023-06-20 13:54:48+00:00
ShifaSusfa,,"bernasib serupa dengan johnny plate, syahrul yasin limpo akan menjadi kader nasdem kesekian yang tersandung kasus korupsi. pan pan pan fk ui ada indonesia pasutri gaje adelia jan ethes annisa idul adha cuti piala asia selamat yaaa witan argentina https://t.co/ qd ymxhd",2023-06-20 13:54:47+00:00
lvlouist,,_app yg korupsi harus dikasih hukuman biar jera sih,2023-06-20 13:54:39+00:00
chocolavwa,,_app padahal difikir fikir korupsi buat apa juga ya,2023-06-20 13:54:09+00:00
fztats,,"banyak banget kasus dana hilang di korupsi pihak tertentu, bukan hanya di kalangan politik saja sebenernya nanti uu korupsi dan penyitaan aset pun harus bisa sampai ke lapisan masyarakat agar kedepannya jajaran politik sudah punya mental anti korupsi",2023-06-20 13:52:41+00:00
inilahdotcom,,"komisi pemberantasan korupsi (kpk) membeberkan bahwa dugaan tindak pidana pencucian uang (tppu) yang dilakukan eks bupati mamberamo tengah nonaktif, ricky ham pagawak (rhp), hingga ratusan miliar. ricky sebelumnya jadi tersangka dugaan suap, setelah… https://t.co/ghdf mtc",2023-06-20 13:52:33+00:00
theT4ntryS1,,"pak terus berupaya dlm pemberantasan korupsi &amp; juga pungli. pasca reformasi, masalah korupsi masih menjadi pr dan harus terus dibenahi. https://t.co/w kydvdyg",2023-06-20 13:52:27+00:00
Iyok16341083,,"knpa sulit korupsi di bilang nya kelebihan bayar, banjir kata nya parkir air dst..ini fakta kok bkn ngehoax drun",2023-06-20 13:51:29+00:00
FaGtng,,"selama ini kewenangan blokm tak di gugat saja indonesia sudah darurat korupsi. dimana mana korupsi merajalela bukan hanya di instansi pemerintah bahkan kementerian dan lembaga tak luput dari korupsi. bagaimana lagi bila kewenangan kejaksaan di kebiri ?? bakal terbukti ucapan saat kampanye di pilpres ""indonesia akan bangkrut dan hilang dari peta dunia."" haruskah kita diam melihat gencarnya kelompok² yg ajukan judicial review kewenangan kejaksaan ?? lawan !!!! https://t.co/njqaisbsxy…",2023-06-20 13:50:20+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:50:14+00:00
Beritasatu,,kpk sita rp miliar hasil korupsi ricky ham pagawak https://t.co/k gmtcwpbh,2023-06-20 13:50:12+00:00
Legislator75,,_id halllaah media massa..gak usah blow up berita yg kayak gini...cuma ngalih kan issue korupsi sj...,2023-06-20 13:49:08+00:00
mas_yo1276,,di korupsi ya pak?,2023-06-20 13:48:48+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:48:20+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:48:11+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:48:04+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:47:51+00:00
youknowmelahh,,"klo artis gaada, kalo pejabat ada bnykk bgt salah satunya pak joni yg abis kena korupsi. tapi sblom ketangkep blio emg lumayan baik ke warga sekitar, ada jg anggota dpr mlh org nya rada sombong",2023-06-20 13:46:35+00:00
sinerginegeri,,"anti korupsi mlah kalian hancurkan, tpi korupsi berjamaah dibela mati -an, uu perampasan aset koruptor aja susah bgt nih https://t.co/piupql dxh",2023-06-20 13:46:12+00:00
widiasmoro_kris,,"saleh gak jaminan goblok uda byk contoh tuh dr partai munafik byk kan. korupsi daging sapi? org saleh, korupsi alquran? org saleh juga. act yg ngembat duit bantuan korban bencana? ternyata org saleh juga. klu bangsat tetap aja bangsat.",2023-06-20 13:43:54+00:00
Zzays_,,kembali ke niat dan caranya..ke nya hrus benar agar hasilnya benar niat bener cara salah cara bener niat salah kek contoh bersedekah tapi niatnya pengen dipuji atau niat karena allah tapi uang yg dipake tuk sedekah hasil dari korupsi begitulh..wallahu'alam,2023-06-20 13:43:21+00:00
jamalkobain666_,,bosan politik identitas melulu tetep ja korupsi,2023-06-20 13:43:02+00:00
inilahdotcom,,komisi pemberantasan korupsi (kpk) melakukan rotasi petugas rutan kpk terkait penyelidikan dugaan pungutan liar (pungli). pungli di rutan kpk terbongkar usai dewan pengawas (dewas) kpk menungkapkan ada rp miliar uang hasil pungli di rutan komisi… https://t.co/ fm dpe,2023-06-20 13:43:02+00:00
mutajir_mohamat,,"_gsp anak buah mu pak polres lampung selatan, bisa memanipulasi gaji bawahannya. urusan remeh temeh aja korupsi.. udah gak bisa bicara dech..pecat aja anak buah lu pak. yg terbukti korupsi dan manipulasi gaji anak buahnya..",2023-06-20 13:42:36+00:00
Mujtahidah17,,"lucu aja kpk gitu,malah kerjanya juga korupsi",2023-06-20 13:42:07+00:00
dzul_kfly,,"tentang korupsi, biar anak lu ga korupsi kaya kebanyakan anggota dpr dll.",2023-06-20 13:41:48+00:00
Aryprasetyo85,,usut sampai tuntas siapapun yang menerima duwit korupsi bts,2023-06-20 13:41:48+00:00
kompascom,,"“pungli itu bagian dari korupsi karena pasal yang digunakan itu sama. antara pungli dan korupsi itu pasal dakwaannya di dalam hukum sama cuma biasanya ringan dan biasanya diselesaikan secara administratif kalau hanya kecil-kecilan,” tegas mahfud.",2023-06-20 13:40:08+00:00
kompascom,,"sementara, menteri koordinator bidang politik, hukum dan keamanan (menko polhukam) mahfud md menggarisbawahi ironi korupsi di lembaga pemberantasan korupsi. https://t.co/bpyfknumnk",2023-06-20 13:40:08+00:00
kompascom,,"{thread} dewas pengawas (dewas) komisi pemberantasan korupsi atau kpk menemukan adanya dugaan praktik pungutan liar atau pungli di dalam rumah tahanan (rutan) kpk. nominalnya, menurut kpk, mencapai rp miliar terhitung sejak desember hingga maret https://t.co/ys hqzi",2023-06-20 13:40:00+00:00
mediaindonesia,,"asep mengatakan tindakan tegas itu diperlukan, karena kpk selalu gahar menindak pelaku korupsi. sumber: https://t.co/amx znhwiq",2023-06-20 13:40:00+00:00
icong_jobuger,,"_amltf ya bagaimana, korupsi sangat dekat bahkan di kalangan penentu kebijakan, jika disahkan bisa-bisa tersandung sendiri... pada ga berani",2023-06-20 13:39:31+00:00
detakkaltim,,kesaksian amrullah dalam perkara korupsi rp milyar di mmpkt-mmphkt https://t.co/jzo unm,2023-06-20 13:38:39+00:00
Jexonghan,,"halo, gaeul! daripada korupsi uang, mending korupsi umur gak sih? gak merugikan rakyat",2023-06-20 13:38:24+00:00
ConductorIris,,setara sama korupsi sih.,2023-06-20 13:38:22+00:00
HilmanH01829001,,pantes ada yg mempraming klo di dpr jd sarang korupsi. pada hal hutang segitu besarnya tanpa sepengetahuan dpr dan sekarang jd kambing hitamnya.,2023-06-20 13:37:43+00:00
syamilbasayef28,,"@_palungmariana _institute _polri _ri _ri _ri kandangin aja si firli...perusak marwah kpk, pimpinan anti korupsi malah bocorin penyidikan ke koruptornya, pengkhianat itu namanya...pantesnya di gantung di monas...",2023-06-20 13:37:35+00:00
Aryprasetyo85,,semakin bagus kinerja kejaksaan menangani korupsi makin kelojotan para koruptor,2023-06-20 13:37:05+00:00
monitorind,,"korupsi waskita karya rp t, kejagung dalami peran senior relationship manager bank mandiri https://t.co/mrgkzgknj",2023-06-20 13:37:01+00:00
Veelgeenoo,,"jadi kl banyak info bhw koruptor itu ""tamu kehormatan"" di lapas ya gak usah dibantah lah. jasa cuci duit korupsi itu banyak mau cuci pake tangan apa mesin cuci pilih saja",2023-06-20 13:36:41+00:00
RadarKorupsi,,tapi gak langsung diborgol seperti munarman yak? pada hal ponpes al zaytun jaringan teror nii kw dan panji gumelar pimpinan nii kw juga. https://t.co/itnm uhpgz,2023-06-20 13:36:00+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:35:33+00:00
jack_alenzo,,"_id _ri indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:35:28+00:00
meditegal,,"jangan pilih pemimpin yg tdk bisa selesaikan kasus ham wadas, disebut korupsi ktp, otak mesum ,rakyatnya digaris kemiskinan ektrim,",2023-06-20 13:35:21+00:00
Pohan22250416,,"hentikan ikn,karena sarang korupsi",2023-06-20 13:34:52+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:34:06+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:34:01+00:00
SuramaduJingga,,era saat ini bukan korupsi lagi tapi levelnya sudah tahap menggarong sebuah negara,2023-06-20 13:33:33+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:33:02+00:00
jack_alenzo,,"_as indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:32:55+00:00
jack_alenzo,,"indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:31:48+00:00
jack_alenzo,,"_id indikator sudah di jalur yg benar utang meroket rakyat terpecah belah korupsi, kolusi dan nepotisme oligarki infrastruktur mangkrak kemiskinan ketidakadilan penyerahan sda ke asing rusaknya lembaga negara lapangan kerja mkn sulit",2023-06-20 13:31:42+00:00
Amrullaham33262,,_chotimah namanya saja disebutkan oleh orang pelaku korupsi,2023-06-20 13:31:32+00:00
ParahyanganPost,,"salah satu amanat reformasi adalah hilangkan kkn, dan tahun setelah reformasi maskin merajalela. kemudi dibajak oleh oligraki, sebagian pelaku reformasi tdk lagi peduli setelah menikmati kursi empuk kekuasaan.",2023-06-20 13:30:49+00:00
KejatiNtb,,"selasa, juni kejaksaan negeri lombok timur melakukan eksekusi uang pengganti tindak pidana korupsi pada proyek penataan dan pengerukan kolam labuh labuhan haji tahun dimana uang pengganti tersebut sebesar, rp https://t.co/th lmyvne",2023-06-20 13:30:43+00:00
medcom_id,,sikap dewan pengawas (dewas) komisi pemberantasan korupsi (kpk) usai menyatakan tidak ada pelanggaran etik dalam kabar kebocoran dokumen dipertanyakan. sikap pengawas dinilai sudah aneh sejak awal. https://t.co/jqcxbvuhtw,2023-06-20 13:30:00+00:00
henrysubiakto,,"di indonesia ini msh banyak orang yg tidak korupsi, bukan krn hebat. tapi krn allah alhamdulillah gak naro mrk di tempat yg mudah untuk melakukan korupsi.",2023-06-20 13:29:54+00:00
KejatiNtb,,"pada hari jum'at juni telah dilaksanakan sidang dengan agenda pemeriksaan saksi pada kasus tindak pidana korupsi dengan terdakwa atas nama eka putu raharjo, sh bertempat di pengadilan negeri mataram. https://t.co/k refwz ly",2023-06-20 13:28:56+00:00
RadarKorupsi,,,2023-06-20 13:26:33+00:00
ombo_latar,,"jangan mimpi terlalu tinggi pak.. sejahterakan dulu rakyat bersihkan korupsi, kolusi dan nepotisme bersihkan aparat penegak hukum..",2023-06-20 13:26:07+00:00
liputan6dotcom,,"dugaan pembocoran dokumen tidak cukup bukti, firli diminta fokus berantas korupsi https://t.co/c itcnlm",2023-06-20 13:25:10+00:00
RadarKorupsi,,menembak diatas kuda,2023-06-20 13:23:38+00:00
barisanterdepa3,,"kemarin, menteri pertanian atau mentan yaitu syahrul yasin limpo datang ke gedung kpk terkait adanya dugaan kasus korupsi di lingkungan kementerian pertanian. syl baru memenuhi panggilan kpk kemarin yang seharusnya sudah dijadwalkan di hari jumat tanggal juni",2023-06-20 13:23:21+00:00
RadarKorupsi,,,2023-06-20 13:22:55+00:00
BerukMacho,,"benar datuk seri anwar ibrahim. bila kena dekat pakatan harapan dia kata itu betul, bila kena dekat dia, dia kata ini atas arahan orang tertentu. berani kerana benar, takut kerana salah teruskan melawan korupsi",2023-06-20 13:22:31+00:00
Heeseuns,,gimana ya. korupsi ya ini????,2023-06-20 13:21:01+00:00
mustafaagus007,,_chotimah ganjar jd mentor anti korupsi... lahhh duit e-ktp aja minta nambah ngul ??? cucoknya jd mentor film si genjer ngul,2023-06-20 13:20:58+00:00
anwaroviic,,korupsi ada disemua lini pendidikan karakter sangat penting,2023-06-20 13:20:15+00:00
dims_anggara22,,"pak ganjar pranowo memang sosok pemimpin yang sangat anti banget sama korupsi, beliau ini mboten korupsi, mboten ngapusi. https://t.co/fyleeupeyh",2023-06-20 13:20:03+00:00
satpolppcilacap,,"dalam rangka meningkatkan kesadaran risiko korupsi dan perbaikan sistem anti korupsi di indonesia, komisi pemberantasan korupsi (kpk) akan menyelenggarakan survey penilaian integritas (spi) pada bulan juli-oktober _ri https://t.co/x av fbxxj",2023-06-20 13:19:48+00:00
ReformasiZ99316,,kejari halbar periksa lagi saksi dalam perkara dugaan korupsi talud gamlamo https://t.co/y ccqhh xq,2023-06-20 13:18:13+00:00
MasMadYap,,_chotimah kelebihan bayar itu banyak bongbet... gak cuma dki.. banyak pemda pemrov kelebihan bayar .dsn itu bukan korupsi..lol... kelebihan bayar tinggal ditagih.. jgn diborong semua culunmu,2023-06-20 13:17:22+00:00
DukomalamoIswan,,kpk ri gelar bimtek kepada calon percontohan desa anti korupsi di desa maitara selatan kota tidore kepulauan https://t.co/p pwpeyixm,2023-06-20 13:17:14+00:00
genie037,,╭═══════════════════ ═╮ ganjar jadi mentor inspektorat se-jateng beri penguatan materi anti korupsi ╰═ ═══════════════════╯ https://t.co/ txnmivgg,2023-06-20 13:16:25+00:00
egyptmoses911,,╭═══════════════════ ═╮ ganjar jadi mentor inspektorat se-jateng beri penguatan materi anti korupsi ╰═ ═══════════════════╯ https://t.co/emj vkoob,2023-06-20 13:16:23+00:00
BennyHarmanID,,sore ini saya bertemu dgn dua sobat lama saya mas novel baswedan dan mas bambang widjojanto: dua tokoh antikorupsi yg begitu konsisten meski resiko besar dihadapi. kami diskusi banyak hal seperti robohnya wibawa hukum di negeri ini dn korupsi yg tumbuh kian meluas. https://t.co/ gftfhcurj,2023-06-20 13:16:22+00:00
tempodotco,,kpk dalami tiga klaster dalam dugaan korupsi di kementan yang seret syahrul yasin limpo https://t.co/qvskmahjoj,2023-06-20 13:16:15+00:00
medcom_id,,temuan dugaan pungutan liar (pungli) di rumah tahanan (rutan) komisi pemberantasan korupsi (kpk) harus segera ditindaklanjuti. dugaan pungli itu diungkap dewan pengawas (dewas) kpk. https://t.co/ef bgi qyl,2023-06-20 13:15:00+00:00
danifahriaaal,,memberantas korupsi,2023-06-20 13:13:38+00:00
1971Andidarni,,"_chotimah ha...ha....sampai skrg kaga ada tindak lanjutnya..noh mandalika rugi lebih parah kaga ada yg usyiek..., tapi berarti benarkan yg gue bilang...kiat lolos dari jeratan korupsi contohnya misalnya..e-ktp...karena si pasakitan jelas menyebut nama..ekh bisa lolos..iya kan...",2023-06-20 13:12:55+00:00
junichirich,,"_id _ri sampai detik ini tidak ada satupun partai yg konsen teriak berantas korupsi, perkuat kpk&amp;kejaksaan, ruu perampasan aset, pembuktian harta terbalik pejabat. makanya partia yg teriak perubahan itu omong kosong, sepak terjang mereka sama saja dgn yg berkuasa skr mau cari proyekan",2023-06-20 13:12:19+00:00
OpaJoe_de_Queen,,mending penindakan korupsi di percayakan sama kejaksaan saja... toh lebih banyak mengungkap dan menangkap pelaku korupsi...,2023-06-20 13:10:16+00:00
dhidhiLp,,"_bahrawi _ri halah hoax kemana ,adu domba trus.. giliran ada korupsi,utang yg menumpuk lu diam aja .. hobi bgt nyinyir",2023-06-20 13:09:30+00:00
kapuyuak_24285,,tidak korupsi tapi memperkaya orang'lain,2023-06-20 13:09:03+00:00
yourshittybro,,"_ababil dah basi teori tunkin tinggi gak akan korupsi, tuh si alun contohnya... gmna kemenkeu gk mau berbenah?",2023-06-20 13:08:49+00:00
jawapos,,"pengamat: jika kewenangan kejaksaan mengusut korupsi dihapus, indonesia akan babak belur https://t.co/mcobebzbeu",2023-06-20 13:02:44+00:00
Altruist2103,,pecat firli... seret ke pengadilan... lembaga pemberantas korupsi malah menumbuh suburkan pungli...,2023-06-20 13:00:48+00:00
