User,Isi konten,Date
Fadhlan991,"@musniumar Owww nasdem masih ada???
Kirain uda bubar seperti apa yg sudah SP sampaikan

Kalo ada yg korupsi bubarkan saja",2023-06-19 23:51:11+00:00
budiealtis,"@HelmiFelis_ Basi.
Bulan September msh lama oiii.
Coba teriakan KORUPSI HARAM....",2023-06-19 23:49:11+00:00
RadarKorupsi,@rendroko Yup,2023-06-19 23:42:19+00:00
RadarKorupsi,"@blank0429 Mqkanya, sy juga heran, Bro. koq sepi-sepi aja yak?",2023-06-19 23:42:07+00:00
YYasmadi,@Heraloebss kallo lihat ygbegini.inginnya segera di laksanakan hukuman mati bagi pejabat yg korupsi,2023-06-19 23:42:02+00:00
BMultinovic,"@Leonita_Lestari Kenyataannya
Tata kelola pemerintahan semerawut
Ekonomi stagnan
Hutang menumpuk
Hutan rusak
Tanah  bnyk dikuasai asing
Bumn bnyk yg merugi
Investasi byk yg gagal
Korupsi msih tinggi
Perpecahan antar anak bangsa kian tajam
Indek demokrasi turun
Hkm tajam kebwh tumpul keatas",2023-06-19 23:41:18+00:00
RadarKorupsi,@qwrtpsdfgh Junjungan = jinjingan😅✋,2023-06-19 23:41:12+00:00
satrio088212924,"@mazzini_gsp Gak mungkin disahkan omm...,pemerintah sdh minta berkali"" juga,masih tetep sama,orang"" yang di DPR itulah yang pada gak mau,takut dimiskinkan?? Dari sini kita bisa lihat kan? Kwalitas akhlak dan mental mereka..??? Budaya KORUPSI kok mau dipertahankan..?",2023-06-19 23:39:11+00:00
RadarKorupsi,@IchwanEwon @KikaOyes @aly_benzema @RomitsuT @fatimahpejuang 🙏🙏🙏👍,2023-06-19 23:38:27+00:00
cnbcindonesia,Wamen BUMN Sebut Ada 4 Dana Pensiun yang Diduga Korupsi https://t.co/5yeSsmb6eE,2023-06-19 23:36:48+00:00
logika_okta,"@KompasTV Untuk tau ada korupsi itu mudah, liat apa
negara dirugikan, dari pos anggaran apa?
Urut vertikal siapa KPA nya, periksa KPA &amp;
vendor, cek soal proses susun anggaran,
cek aliran dana. Ga lama konstruksinya udh
keliatan koq. Klo ga salah ga ush takut dan
heboh di media bestie😉",2023-06-19 23:35:15+00:00
Prasety253,"@Ghurem2 Dari bacapres yg ada klo bukan kadrun dan kadrun kw maka yg normal pasti menilai p Ganjar adalah yg terbaik, misalkan dlm hal:
Rekam jejak..legislatif pernah, sekarang eksekutif dua”nya berprestasi moncer, tidak korupsi, ditambah pendidikan formal di bidang hukum….jadi LENGKAP.",2023-06-19 23:34:52+00:00
davidlintau82,Konsisten Korupsi terbayak dipegang ya?,2023-06-19 23:34:43+00:00
GundulGung,@BosPurwa Anjayyyyy.....Korupsi di mana mana menjamur pantess gk pernah ada Hukuman mati buat Koruptor,2023-06-19 23:34:36+00:00
FirdausyMuh,@narkosun Sarang koruptor disuruh mengesahkan RUU Prampasan aset hasil korupsi??? Sampai langit runtuh mereka ngga bakal mau dengan berbagai alasan..,2023-06-19 23:33:23+00:00
MelodiAsyik,"@BosPurwa Sebenarnya ini munafik saja

Kalau mau memberantas korupsi jangan hanya 1 orang sj, sebab mental korupsi itu sudah mengakar di semua level masyarakat &amp; pemerintahan

Tidak cukup memberantas korupsi dgn 1 kasus ini",2023-06-19 23:32:47+00:00
HuluKeha,"@musniumar Mus mus hidungmu dekat mulutmu kecium baunya. Dr mana anda tau kalau sekjen itu dijadikan tersangka, jelas JP mengajukan dirinya jd JC berarti JP menyadari bhw dia ikut terlibat didalam korupsi BTS wajar klo jaksa menjadikan JP tersangka krn sdh merugikan negara. Sampe disini phm",2023-06-19 23:32:35+00:00
MelodiAsyik,"Sebenarnya ini munafik saja

Kalau mau memberantas korupsi jangan hanya 1 orang sj, sebab mental korupsi itu sudah mengakar di semua level masyarakat &amp; pemerintahan

Tidak cukup memberantas korupsi dgn 1 kasus ini",2023-06-19 23:32:27+00:00
_CocoteTonggo_,Indonesia sudah terkenal di mata dunia surganya barang bekas. Indonesia bukan tidak mampu tapi uang rakyat lebih besar di korupsi para pejabat yang tidak punya urat malu.,2023-06-19 23:32:07+00:00
Sergio_Fitz,"@Jormungan45 @aldinodiin @KakekHalal @SBYudhoyono Emang si HM suap KPU utk loloskan siapa saja jadi pemimpin sih?
Kalau korupsi 8,2 T itu nyata &amp; riil. Biadabnya anggaran 10 T, eh 8,2 T nya di korupsi. Anehnya bgtu ketangkep ada Bacapres gak bisa riwa riwi sambil bagi2 hadiah &amp; teriak siapa presidennya &amp; apa partainya lagi  hhh",2023-06-19 23:31:41+00:00
abu_baz,Beda dgn RS Sumberwaras diaudit BPK ada kejanggalan (baca: Korupsi) tetapi dibiarkan KPK …,2023-06-19 23:30:41+00:00
Hasanan80891621,"@yaniarsim @ganjarpranowo ARB jadi Presiden 2024 semua mega korupsi berjamaah akan di usut,tak kecuali kematian petugas KPPS 889 orang, Dana Covit dll.",2023-06-19 23:29:16+00:00
SasukeArya2022,Mengembalikan yg bukan haknya memang harus. Tpi proses hukum harus terus berjalan agar tdk korupsi lgi.,2023-06-19 23:26:44+00:00
richees14,"@worksfess Pernah kelaparan gara-gara gw kena covid isoman di rumah. Tau gak yang parah apa?

Bantuannya di korupsi sama kepengurusan setempat awikwok emg bangsat",2023-06-19 23:26:23+00:00
Badrebellion_,"Selamat pagi adik-adik, sekolah atau kuliah yang rajin. Entar kalau udh gede jadi dpr terus korupsi deh",2023-06-19 23:26:16+00:00
IDNTimes,"Bocoran KPK, Ada 3 Klaster Korupsi di Kementerian Pertanian https://t.co/O59S4p3oqs",2023-06-19 23:25:32+00:00
Bisniscom,Penetapan tersangka Wilmar Cs adalah pengembangan dari perkara usai Mahkamah Agung memperberat hampir semua tersangka kasus korupsi minyak goreng. https://t.co/9haarSzhH5,2023-06-19 23:25:03+00:00
Boc4h_Old,"Gak bahaya tah,
Pengawas Komisi Pemberantasan Korupsi (Dewas KPK) menemukan dugaan adanya pungutan liar (pungli) di rumah tahanan (rutan) KPK. Tak tanggung-tanggung, Dewas menyebut jumlahnya mencapai Rp4 miliar. https://t.co/TqcVXpKr8t",2023-06-19 23:24:30+00:00
makrete,@Anak__Ogi @prabowo Kalau duit nya ga di korup pasti bisa beli baru lah. Tya presiden kasus korupsi ada yg beres kagak. Uu penyitaan aset aja di begal wae.,2023-06-19 23:24:09+00:00
RadarKorupsi,"Lah ini fakta👇
Kenapa sepi-sepi aja?",2023-06-19 23:23:54+00:00
RadarKorupsi,"Bikin utas panjang amat, padahal diduga pecinta lobang tinja warga taman lawang.",2023-06-19 23:23:11+00:00
sulaimanariefst,"@Miduk17 Narasi bodoh ini ! Harun masiku itu PELAKU ! DALAM KORUPSI DIA MENGAMBIL KEUNTUNGAN DR SUAPNYA. Kalau narasi bodoh ini ditelan midukduk, gw merasa wajar krn otaknya kagak nyampe !",2023-06-19 23:22:56+00:00
Penulismalam4,"@kompascom gak heran korupsi sangat sulit diberantas

310 juta klo itungan gaji polisi normal balik berapa tahun

aneh-aneh",2023-06-19 23:22:49+00:00
Hasanan80891621,"@alisyarief Sbnrnya kasus mega korupsi berjamaah di mulai di Rezim jokowi, seperti Kader Nasdem/JP.",2023-06-19 23:22:47+00:00
rizieqdivist,"@lhayesno Berarti sinyalemen aliran dana di AZ itu besar bukan isapan jempol ya? Jangan² banyak pihak yg nitip duit di sana utk cuci uang. Lumayan, bisa sampe 30-40% potongannya. Duit korupsi atau narkoba kan gak ada serinya. Ditutupi dgn label donasi umat, siapa yg tau?",2023-06-19 23:22:15+00:00
Abdoeljegger202,"@papa_loren Cukuplah mereka berlima utk setiap prov/kab/kota. Buat apa juga banyak² kalo fungsinya juga gak jalan.. Ngabisken anggaran bae, ujung²nya korupsi pula spt yg banyak terjadi saat ini.",2023-06-19 23:18:37+00:00
lahedom99,@jansen_jsp @aniesbaswedan Dari pada partai demokrat tukang korupsi....,2023-06-19 23:18:31+00:00
lahedom99,@NasDem Klw uang korupsi gmna...???,2023-06-19 23:17:20+00:00
Mellouisa1,"@Metro_TV Wahai oknum sesama anak bangsa yg korupsi uang rakyat ingatlah selalu akan  perjuangan bung Hatta melihat negaranya merdeka baru memikirkan kepentingannya sendiri , jangan kau nodai pengorbanan beliau tapi bagaimana mengisi kemerdekaan bangsamu yg di perjuangkannya",2023-06-19 23:14:33+00:00
tjandra_alwi,AKHIRNYA 8T JADI BAMCAKAN 80% DARI ANGGARAN DI KORUPSI KADER NASDEM!!!!! EDAAAAAAAN https://t.co/gPLNcMIkIB,2023-06-19 23:14:18+00:00
sumardimarjono,@sofiesyarief Pemberantasn korupsi era sekarang dst sesuai selera presidennya krn kpk tdk independen LG gsg dibwh presiden tdk da kberlanjutannya.. Jd klo mau  baik kpk nya jngn salah pilih presidennya..,2023-06-19 23:12:54+00:00
RadarKorupsi,@MartaArdy PKI,2023-06-19 23:12:41+00:00
RoniZGreat001,@dhemit_is_back Mereka butuh investor IKN untuk menutupi busuknya mega korupsi yg jika Anies presiden bakal terbongkar semua kebusukan korupsi itu,2023-06-19 23:12:38+00:00
InSighglobal,#KPK Kembali Tahan Kadis PUPR Papua 2018-2021 atas Kasus Korupsi Lukas Enembe https://t.co/77XdTyGwVE #GratifikasiGubernurPapua #LukasEnembe #GeriusOneYoman,2023-06-19 23:12:34+00:00
InSighglobal,#KPK Kembali Tahan Kadis PUPR Papua 2018-2021 atas Kasus Korupsi Lukas Enembe https://t.co/77XdTyGwVE #LukasEnembe #GeriusOneYoman #GratifikasiGubernurPapua,2023-06-19 23:12:24+00:00
kangsantridai,"Smntra ini, Indonesia hanya bisa go internasional dlm 3 hal;
1. Bulu tangkis
2. Keilmuan (baik agama atau umum) 
3. Korupsi

Soal bola, kalah ama ring 2 aja udah jingkrak² bangga... 🤣",2023-06-19 23:11:24+00:00
kriminal_hukum,Saksi Perkara Korupsi MMPKT-MMP Sebut Ada Perjanjian Kerja Sama https://t.co/jiJpgKVueK,2023-06-19 23:09:06+00:00
MayulisAdhi01,"@KompasTV Ngak ada kok 
Kpk itu bersih jauh dari korupsi. 
Jangan suka Hoax ah. 
Orang mata KPK matanya selalu membelalak kepada semua orang yg mungkin korupsi. 
Entah kalau matanya hanya visa melihat sebelah saja. Saya ngak tau tu. 
Maaf saya salah.",2023-06-19 23:09:03+00:00
RadarKorupsi,"@Mi73Hel @DANGERRADIATI0N @demang_semprul Sebelum nge-twet baca buku, literatul atau artikel terkait, supaya ga ditertawain teman sendiri https://t.co/WVGlrofTQG",2023-06-19 23:08:55+00:00
Horien0,"@PartaiSocmed ""korupsi ah mumpung ada orang dalem kpk"" pikir para koruptop di konoha",2023-06-19 23:08:48+00:00
DaudZuhdi79347,"Andaikan saja ada kata ""MA'AF PROYEK SAYA KORUPSI""dari JENDERAL Penjaga CANDI HAMBALANG, TUHAN TIDAK SUKA....😂🤣😂🤣😂🤣😂🤣😂🤣",2023-06-19 23:07:51+00:00
herdihamzah,"Dewas Putuskan Firli Tak Langgar Etik, Pengamat: Gagal Jaga Harapan Publik

""Pimpinan KPK dan Dewas, seolah satu tarikan nafas. Sama-sama gagal menjaga harapan publik"", ujar peneliti Pusat Studi Anti Korupsi (SAKSI) @fhunmul. #Saksi #SaksiUnmul

https://t.co/OxszdME6oI",2023-06-19 23:07:29+00:00
terasjakartaid,"Kades di Banten periode 2015-2021 tersebut diduga korupsi sebesar Rp988 juta atau hampir Rp1 miliar, alasan untuk menikah lagi. 
https://t.co/2mZADWq6Vu",2023-06-19 23:05:00+00:00
Dungdun18824836,"@ch_chotimah2 Jadi mentor Korupsi, bukan antikorupsi.",2023-06-19 23:03:56+00:00
udatauhid,"@kumparan Ini bukan masalah kode etik lagi, pungli itu adalah KORUPSI.",2023-06-19 23:03:23+00:00
ihfawa,"@Miduk17 Pendidikan antikorupsi, katanya antikorupsi itu sikap namun jika tidak korupsi siap-siap dihabisi ... :-(",2023-06-19 23:02:58+00:00
ALmanumitan,"@NasDem Nyatanya dulu SI BRUTUS TERIAK JIKA ADA KADER NASDEM KORUPSI MAKA NASDEM AKAN SAYA BUBARKAN, NYATANYA OMDO...",2023-06-19 23:01:40+00:00
lutfi_tombyorke,@ch_chotimah2 Si paling ngerti toleransi sampe lu0a banuak yang korupsi 🤣,2023-06-19 23:00:54+00:00
RadarKorupsi,@khusenakhmadi @sahaL_AS Ngomongnya kayak irang gaguk. semua mendadakme menjadi pengamat politik demok Ahok wakaka,2023-06-19 22:59:47+00:00
ikass02,"@geloraco Kalo rugi dlm usaha wajar lh.
Daripada modal usaha yg di korupsi",2023-06-19 22:59:31+00:00
herise73,"@Heraloebss Pejabat di Papua nya yg banyak korupsi, pejabat Papua nya kaya raya, rakyatnya terbelakang...",2023-06-19 22:58:52+00:00
RadarKorupsi,@MartaArdy Ahahahaha bisaaja bli ty😅,2023-06-19 22:58:48+00:00
sugengryadi,@barry_all2n @greypunch Berapa harga NKRI???? Kek nya NKRI bukan harga mati tp ladang korupsi,2023-06-19 22:58:47+00:00
Ruwahel,"@musniumar Rezim @jokowi terkutuk , 11 - 12 pki .. demi amankan korupsi yg melibatkan anak mantu saudara2nya dn ipar",2023-06-19 22:58:43+00:00
RadarKorupsi,@DANGERRADIATI0N @demang_semprul Kalian silakan buka buku atau kamus populer. Apakah NTB itu bukan kepompok orang tertentu? https://t.co/LMnDydFGPL,2023-06-19 22:58:24+00:00
jawapos,"Produsen Hoax Sebut Nama Sri Mulyani Terlibat Korupsi 100 Ton Emas, tapi Tampilkan Foto DJ

https://t.co/6dXZQbIDHB",2023-06-19 22:57:00+00:00
RadarKorupsi,@bangacoel tks brad,2023-06-19 22:56:49+00:00
RadarKorupsi,@JhonJhoni17 tks,2023-06-19 22:56:33+00:00
tetap_anon,@txtdrimedia seni kita? seni korupsi maksudnya?,2023-06-19 22:55:18+00:00
Heri73032637,"@ganjarpranowo @LaporGub_ InsyaAllah mulai 20 Oktober 2024 langsung ""Laporpres"" bukan lapor gub lagi. Saudara2 sebangsa,percayalah dari semua bacapres hanya pak @ganjarpranowo yg konsisten memperjuangkan rakyat,anti korupsi dan berani melawan segala bentuk intoleransi 🤟",2023-06-19 22:54:45+00:00
OmHeri181,"@Heraloebss @ArRayah43832329 Nasib negeri pemilik emas yg dirampok oleh kebijakan orang² di jakarta, habis merampok lalu korupsi untuk menyempurnakan dosanya",2023-06-19 22:54:42+00:00
RadarKorupsi,@anakpengembar4 oke good,2023-06-19 22:51:42+00:00
migdodo74,@tvOneNews @MprAldo Dari kecil saya SDH tahu kalau mau masuk jd anggota polisi hrs bayar. Pdhl tulisannya tidak dipungut biaya. Indonesia sdh parah banyak calo2 makelar pungli. dan akhirnya jadi korupsi KL sdh menjabat,2023-06-19 22:51:25+00:00
RadarKorupsi,Woww diduga para penikmat duwit e-KTP?,2023-06-19 22:50:52+00:00
RadarKorupsi,Otak fiktor hanya sejalan dengan otak selangkangan.,2023-06-19 22:49:04+00:00
subari_urbantv,@susno2g Irjen di kementerian itu kerjanya apa ya pak? Masa duit dikorupsi langsung 8T. Keknya udah sistemik alias korupsi berjamaah yang melibatklan orang kuat di pusat kekuasaan,2023-06-19 22:48:05+00:00
GedeTony3,@Dennysiregar7 Saya pilih Ahok and Ganjar.. Pasti negara Nusantara Maju .. Ahok bilang semua pejabat Indonesia hrs berani buka hasil kekayaannya diaudit agar tranparan jujur anti korupsi demi kemajuan Nusantara yg Damai.. Bgm Bang Denny ? Merdeka,2023-06-19 22:47:57+00:00
RadarKorupsi,@MiderNuswantoro Ini namanya sikap bijak yg demokratis tanpa caci maki. Beda pilihan itu biasa dalam negara demokrasi. Kalo beda  Ideologi dilarang keras bahkan bisa segera dktangkap.,2023-06-19 22:45:38+00:00
RadarKorupsi,@syamilbasayef28 ahahaha🤣,2023-06-19 22:43:01+00:00
RadarKorupsi,"@yon095403130844 siap, Den",2023-06-19 22:42:50+00:00
RadarKorupsi,"@yon095403130844 @democrazymedia aaaa...sudah dipesan 6.000 unit Mas Tomy, padahal kapsitas produksi ngibulnya cuma 200-300. Kalo sudah lolo uji emisi lagi, bisa 2-3 x lipat mas Tomy. jadi kalo Mas Tomy mau pesan mobil Halu itu harus inden dulu untuk 2-3 th kedepan sking luar biasa bodongnya mobil ini. ahahaha",2023-06-19 22:42:35+00:00
Tono768,"@mohmahfudmd Mantap pak 
Semoga lancar dan tidak banyak di korupsi sama pengurusnya",2023-06-19 22:41:23+00:00
bamb_dw,"@DoankWarto Justru dia benar cerdas, dan bukan spt yg dituduhkan orang selama ini. Kalo dia tdk cerdas maka akan cepat terungkap, tp krn dia cerdas maka kasus terindikasi korupsi jd kelebihan bayar.. kalo ketauan ya tinggal bayar selisihnya, kalo gak ketauan ya... begitulah.",2023-06-19 22:39:17+00:00
RadarKorupsi,@MartinusButarb1 🤣🤣🤣✋,2023-06-19 22:38:42+00:00
owed89138692,@yudiharahap46 Ternyata Bahaya Laten Korupsi Kolusi dan Nepotisme sangat sulit diberantas di Negeri Ini….apakah sudah waktunya menerapkan hukum gantung/mati bagi pelakunya…???,2023-06-19 22:36:34+00:00
BiS_manta62924,"@Yurissa_Samosir Boomerang  alias senjata ( tuduhan korupsi) makan tuan ( Cebby pemfitnah)..semakin dipersekusi, semakin rakyat cinta ARB",2023-06-19 22:36:13+00:00
nmeilinaa,"Ini negara udah benar"" bikin hopeless, pejabat sibuk korupsi memperkaya diri, sibuk dengan eksistensi masing"", teriak nasionalis tapi gak bisa mewujudkan keadilan sosial,
Lupa bunyi sila ke 5 Pancasila",2023-06-19 22:32:51+00:00
susno2g,"Mari kita jawal terus perkara korupsi menara BTS 4 G senilai rp 8 koma triliun,, jng sampai senyap dan hilang ditelan isu koalisi , dan isu Capres dan Cawapres,,,",2023-06-19 22:32:49+00:00
susno2g,"Rkyt menunggu kasus korupsi Menara BTS 4 G senilai 8 koma sekian triliun itu libatkan siapa saja, dan duit nya ngalir ke mana saja ?",2023-06-19 22:31:05+00:00
arkaatmaja7,"@KompasTV Korupsi di dalam penegak hukum sendiri, lalu siapa yang akan menegakan keadilan disana?",2023-06-19 22:30:20+00:00
meknya95,"@Sedangaktf Indonesia  korupsi atau baku tipu ble pintar kita akui 
Tpi bola itu Persipura  dngn Argetina punya  orang Indonesia bikin tempe ble pintar",2023-06-19 22:29:27+00:00
Didiek09165668,"Hanya dg cara yg ekstrim bs jd korupsi dpt dihentikan, hukuman mati. Sayang sekali Indonesia lbh menekankan pd aspek HAM shg tdk mudah penerapannya.",2023-06-19 22:29:08+00:00
agushasanfata13,@adri_7i JABAR JUARA...JUARA KORUPSI.,2023-06-19 22:26:50+00:00
JoyNathanael4,"@KerjaHasil_id @jokowi @mohmahfudmd Tapi memelihara dan memupuk serta mendanai teroris dari yang negara dan hasil korupsi, setan mereka itu",2023-06-19 22:24:07+00:00
TotokSembiyan12,"@yane_fangidae @DokterTifa Ingat yg korupsi di NKRI slama ini bkn kadrun atau kturunan arab,tp jstru pribumi dan kturunan China yg sdh di penjara dan jd buron(DPO)",2023-06-19 22:17:58+00:00
ekoresusan51659,@NasDem Harramkan mahar tp halalkan korupsi sama aja bohong. Bktinya kadernya koropsi g d beri sangsi,2023-06-19 22:17:39+00:00
KompasData,"Dewan Pengawas KPK hentikan sidang etik pimpinan  KPK  atas kebocoran hasil penyelidikan dugaan korupsi tunjangan kinerja di ESDM,juga kasus pemindahan Endar Priantoro. Sementara komunikasi Johanis Tanak  dilanjutkan. #Polhuk #AdadiKompas #Kompas58

https://t.co/XSOXWBQ5x4",2023-06-19 22:13:00+00:00
hariankompas,"Dewan Pengawas KPK hentikan sidang etik pimpinan  KPK  atas kebocoran hasil penyelidikan dugaan korupsi tunjangan kinerja di ESDM,juga kasus pemindahan Endar Priantoro. Sementara komunikasi Johanis Tanak  dilanjutkan. #Polhuk #AdadiKompas #Kompas58

https://t.co/bPzt6loUI8",2023-06-19 22:12:25+00:00
Skeletondush,"@SBYudhoyono 🤣 tetep aja rakyat belangsak boro"" rakyat ngimpi pak..buat makan aja susah , harga"" mahal , apa aja dipajakin, pejabat enak pd korupsi triliunan adem ayem",2023-06-19 22:09:38+00:00
kinaw81,"@OposisiCerdas Kl korupsi udh ditangkap KPK tp dicopot krn tdk memberikan hasil yg diharapkan presiden Jokowi,gitu aja ko repot",2023-06-19 22:06:24+00:00
Andelumut0003,"@VIVAcoid Sptnya paijo khawatir dan ketakutan, kalo presiden selanjutnya bukan org dr kelompok mrka maka kasus2 korupsi dll bisa memenjarakan dia dan anak2nya yg kekayaannya naik drastis.",2023-06-19 22:06:21+00:00
Lanun_1017,"@KataBewe RI mau masuk G7. G7 bilanga masuk FATF dlu, syarat masuk FATF hrs ada UU Perampasan Aset. Mkanya RI tak mau buka perdagangan bebas dengan G7. Banyak kapitalis di RI pasti lahir dari korupsi, penggelapan pajak dan pencucian uang. Krna itulah kibat Jkw n Lbp cuma ke Cina. https://t.co/KbuQnF3gZe",2023-06-19 22:03:16+00:00
SafrSavero48963,@OposisiCerdas Korupsi https://t.co/270zRsg855,2023-06-19 21:52:15+00:00
GomarusBudiatn4,Korupsi adalah kejahatan yang sangat menyengsarakan rakyat banyak oleh karena itu harus diberantas sampai habis. Korupsi hilang rakyatpun senang.,2023-06-19 21:49:22+00:00
harjonoabi,"@tempodotco Pak Harto geli melihat ini, Penyakit kronis korup dan suap,justru kok di lembaga anti Korupsi, Dagelan",2023-06-19 21:46:01+00:00
medcom_id,"aksa penuntut umum (JPU) pada Komisi Pemberantasan Korupsi (KPK) menyebut terdakwa Lukas Enembe menerima suap Rp34,4 miliar dari Direktur PT Tabi Anugerah Pharmindo, Rijatono Lakka.

#LukasEnembe

https://t.co/KchzC3sIG1",2023-06-19 21:45:00+00:00
antikadrunbang,"@irwanka5 @abwnews_ @KPK_RI Tapi menurut kadrun itu salah! Auooo nya kadrun bersabda bhw sejahat-jahatnya kaum muslimin, termasuk korupsi tetep masyuuk syuurga sedangkan se-baik2 nya kaum kaffir tetep masyuuk neraka!",2023-06-19 21:44:24+00:00
KelanaJiwa3,@msobri99 Penerus proyek2 mangkrak kurang guna dan korupsi?,2023-06-19 21:30:21+00:00
medcom_id,"Ketua Majelis Hakim Rianto Adam Pontoh menegur Gubernur nonaktif Papua Lukas Enembe. Terdakwa kasus dugaan suap dan gratifikasi itu terus menyela jaksa penuntut umum pada Komisi Pemberantasan Korupsi yang sedang membacakan surat dakwaan.

#LukasEnembe

https://t.co/RZady04xlj",2023-06-19 21:30:00+00:00
FaridBima16,"Ray Rangkuti: penindakan korupsi yang merugikan negara dilakukan harus kejaksaan dan kepolisian. KPK inikan lembaga extra ordinary yang pada waktunya nanti akan selesai. KPK tidak akan ada selamanya,”
https://t.co/tGpvmQioAS",2023-06-19 21:27:47+00:00
FaridBima16,"Ray Rangkuti: penindakan korupsi yang merugikan negara dilakukan harus kejaksaan dan kepolisian. KPK inikan lembaga extra ordinary yang pada waktunya nanti akan selesai. KPK tidak akan ada selamanya,”
https://t.co/tGpvmQioAS",2023-06-19 21:25:43+00:00
bedebach8716,@Tan_Mar3M Bikin banyak aturan biar nambah celah utk korupsi. Kemaren ada tes psikologi yg gak gun banget dan berbayar gak standar,2023-06-19 21:24:53+00:00
rangkutifuat,"@ch_chotimah2 Memperhatikan carut-marutnya Negeri kita belakangan ini;
1. Korupsi yg merajalela menggerogoti uang rakyat
2. Utang yg menyundul langit
3. Cawe2 Presiden
4. Infra. byk mangkrak 
5. IKN yg aneh

Ini berimbas kpd pak Jokowi dan keluarganya, ini akan membuatnya sulit menang.",2023-06-19 21:21:18+00:00
AzamJavas,"@nenggusti Bohongin rakyat Indonesia blng aja mau nutupi korupsi geng ...iblis yg nyata .....maunya lu capres cuma dua akal-akalan lu..,.",2023-06-19 21:20:57+00:00
GusNurParodi,"@ajengcute16__ Dik, KPK tugasnya memberantas korupsi, bukan menghitung kerugian negara. Misal PDAM rugi,BPJS kesehatan rugi,RSUD rugi gak papa.Karena mmg bukan bertujuan mencari keuntungan,nirlaba. Oh ya, mengaudit keuangan tugasnya BPK,bukan KPK. Coba search di google dik, Spy agak pinterrr😃",2023-06-19 21:17:33+00:00
jandabima_X,@tempodotco KPK bagian dari circle korupsi itu sendiri? rusakkk! 😜,2023-06-19 21:05:39+00:00
MelodiAsyik,"@MaliqRd @yudiharahap46 Memberantas korupsi itu butuh teladan

Kalau Presiden yang merupakan pemimpin tertinggi sendiri memberi teladan membiarkan bawahan terdekatnya berbuat KKN di depan mata, lantas bagaimana bisa kita berharap orang-orang yang jauh di bawah Presiden bisa terbebas dari korupsi ?",2023-06-19 20:58:10+00:00
MelodiAsyik,"Memberantas korupsi itu butuh teladan

Kalau Presiden yang merupakan pemimpin tertinggi sendiri memberi teladan membiarkan bawahan terdekatnya berbuat KKN di depan mata, lantas bagaimana bisa kita berharap orang-orang yang jauh di bawah Presiden bisa terbebas dari korupsi ?",2023-06-19 20:57:36+00:00
AzamJavas,Gila....bener.... korupsi.....uang rakyat....,2023-06-19 20:48:39+00:00
jack_alenzo,Mulai aj dr yg mudah dl.. kata nghok jokowi jd presiden krn para pengembang tuh maksud dan artinya apa tuh ... patai anak muda salah asuh.... anti korupsi dan nepotisme kog pikih2.. https://t.co/9W34bogB72,2023-06-19 20:42:15+00:00
jack_alenzo,@psi_id @aryobimmo @DPR_RI Mulai aj dr yg mudah dl.. kata nghok jokowi jd presiden krn para pengembang tuh maksud dan artinya apa tuh ... patai anak muda salah asuh.... anti korupsi dan nepotisme kog pikih2.. https://t.co/QWXa7BWiHW,2023-06-19 20:42:06+00:00
remahlaos,"@txtdrimedia K pop bukan budaya kita, tapi korupsi",2023-06-19 20:40:10+00:00
tugimanuban,"@MichelAdam7__ Dimana pun Anis menjabat urusan keuangan gak akan ada yg BERES. 
KELEBIHAN BAYAR akan selalu terulang dan terulang. 
Dan itu modus Korupsi paling Aman.",2023-06-19 20:39:32+00:00
one_sach97004,"@musniumar Era Jokowi Indonesia semakin hebat.... korupsi nya, liciknya, rakusnya dan segala nya.",2023-06-19 20:23:12+00:00
tahamaaruf,"@tempodotco Kebanyakan teori...
Jangan korupsi di segala bidang, maju dah bangsa ini.",2023-06-19 20:22:52+00:00
roygromiko,"@mediaindonesia Penyakit bangsa ini yg terbesar adalah korupsi, sampai hari ini tak satupun capres yg punya gagasan/ide utk membuat Indonesia bebas korupsi.",2023-06-19 20:22:47+00:00
pinbross3,"@JhonniSinaga20 Untuk bisa kembalikan uang rakyat pernah di korupsi, adalah jangan jadikan Presiden.
 biarkan terus berusaha... makin berusaha uang mengalir ke rakyat &amp; negara kembali.",2023-06-19 20:20:21+00:00
Sofian42143091,"@KompasTV He..he..Pejabat Yg baik' itu Pejabat yg slalu taat hukum,dan klw melihat dari rekan jejaknya dia orang Yg baik,tapi tetap sj yg namanya korupsi itu hrus dtindak krna tindakan itu sngtlah merugikan Negara dan rakyatnya,tinggal dilihat sj nanti Alat buktinya benar terbukti atw tdk!",2023-06-19 20:18:52+00:00
MohanAntique,@HusinShihab program rezim saat ini hanya memakmurkan oligarki tdk membawa kesejahteraan rakyat bawah yang semakin melarat dan menyuburkan praktek korupsi,2023-06-19 20:17:34+00:00
KpkKoran,https://t.co/vxgKRzLYeA,2023-06-19 20:11:53+00:00
KpkKoran,https://t.co/ueHVpdXjv1,2023-06-19 20:11:21+00:00
zizuzee,"@ganjarpranowo Bagaimana tidak depresi BBM naik tinggi, harga bahan pokok meroket, PHK dimana-mana, gaji tidak mencukupi utk kebutuhan, sementara melihat pejabat tertawa dg oligarki, korupsi, kolusi, nepotisme.
Innalilahi Wainnailaihi Rojiun. https://t.co/rL4RLBhoNJ",2023-06-19 19:39:53+00:00
hashim55357674,"@jezlai silap tu,,,
satu Malaysia tau ppbm PN kluster korupsi rasuah terbesar,,,
bodoh sangat nk backup PN,,,",2023-06-19 19:31:36+00:00
