User,Isi konten,Date
achdan_aman,"@abwnews_ ALLAH SWT juga tau elo itu maling,maling anggaran DKI alias Korupsi pake sok suci lagi",2023-06-19 19:30:29+00:00
suryasena53,"Memang berita nya gak ada korupsi!
Hanya bego membuat anggaran pendidikan sampai gak masuk logika!",2023-06-19 19:26:53+00:00
ibakaya,paling benci klo hakim sok bego.. jdinya bupati cuma dihukum krn kasus korupsi padahal tbh these thing wayyyy more distrubing,2023-06-19 19:23:13+00:00
pambudiPati,"Melanjutkan pelemahan KPK, ga bahaya tah.... Kontradiktif dg slogan ""ora ngapusi ora korupsi...."" Berat ga mashooook.....jooonnnn",2023-06-19 19:20:19+00:00
floatmclury,"@nisma_mokhtar @Sleepy4est @kompascom apa hubungannya mba sama satu followers, gini kalo kalah mulai nyerang hal yang ga penting😂 padahal bener loh masnya, sm kasus korupsi ya apple to apple karena korupsi juga mencuri kan? yang korupsi juga banyak mbak ga cuma satu dua orang, ikhlaskan saja ya",2023-06-19 19:10:27+00:00
JimKell62585958,@Muhamma15022310 Kalo perampok di Aniaya dan membuat laporan polisi lalu Korban perampokan di penjara Bubarkan aja Hukum dan Aparat yg terkait utk apa kita Cape2 bayar pajak kepada negara karena aparat yg GAJI adalah Rakyat Indonesia bukan Para pejabat negara yg Korupsi itu dan aparat digaji raky,2023-06-19 19:09:28+00:00
mistercrab18,"@NasDem P. Surya ini mirip2 p.amin .. 1 bubarkan partai klo ada yg korupsi, yg 1 jalan jogja-jakarta..🤭",2023-06-19 19:04:55+00:00
purw73,"@ex_AnakLolina @ganjarpranowo Ganja pengurus Pedeipeh diduga korupsi ektp, didukung oligarki/konglomerat ( kasus Wadas mbuat perda hutan gunung  u industri n pertambangan) Jateng termiskin ke 17, bank Jateng jebol , upah buruh  terendah , Ganjaris itu byk berisi Buser Buser",2023-06-19 19:00:31+00:00
mistercrab18,"@Kaki_langit07 @NasDem Y pantes klo di tengah jalan korupsi,buat balik modal",2023-06-19 18:59:54+00:00
purw73,"@A_QuinnaNew2209 @jokowi Janji Anies Baswedan ditunaikan semua. Rumah DP 0%, Tranfortasi terintegrasi biaya murah.  Boti u semua agama dan Bapak KESETARAAN NASIONAL . Berjuta Sumur resapan biopori ,Mbangun Stadion  JIS tercanggih tanpa utang. Membangun Sirkuit Formula E.     Wtp 0% /nol korupsi dr BPK",2023-06-19 18:59:43+00:00
kingrajz,"Rakyat sudah tertidur, waktunya korupsi.",2023-06-19 18:58:39+00:00
purw73,"@KangManto123 @fadlizon Janji Anies Baswedan ditunaikan semua. Rumah DP 0%, Tranfortasi terintegrasi biaya murah.  Boti u semua agama dan Bapak KESETARAAN NASIONAL . Berjuta Sumur resapan biopori ,Mbangun Stadion  JIS tercanggih tanpa utang. Membangun Sirkuit Formula E.     Wtp 0% /nol korupsi dr BPK",2023-06-19 18:58:03+00:00
purw73,"@HidayatNatari Janji Anies Baswedan ditunaikan semua. Rumah DP 0%, Tranfortasi terintegrasi biaya murah.  Boti u semua agama dan Bapak KESETARAAN NASIONAL . Berjuta Sumur resapan biopori ,Mbangun Stadion  JIS tercanggih tanpa utang. Membangun Sirkuit Formula E.     Wtp 0% /nol korupsi dr BPK",2023-06-19 18:56:04+00:00
GustieKanjeng,@AtokBadar75777 pokoknya klo jadi presiden terapkan hukum tebas leher untuk korupsi koruptor sya mau liat dari partai mana yg paling banyak yg badanya pisah dari raganya,2023-06-19 18:46:39+00:00
kembargroup,@tvOneNews Mendingan turun mengatasi kasus korupsi mbah...  banyak uang negara yg dikorupsi...lho..,2023-06-19 18:45:27+00:00
TanDewi5,"@indahabits @a_keshwari @Workaholicindo Iyolah, masio kui dari jas merah, kalo terbukti hrs diseret dan dimiskinkan hartanya!!! Biar Indonesia maju. Jangan dibela2in.  Tapi itu jg hrs dimulai dr kita sdr jg, gak korupsi waktu🙄, korupsi uang belanjaan😓 dll",2023-06-19 18:31:14+00:00
edibas81,@ch_chotimah2 https://t.co/FOuCmWd7tg,2023-06-19 18:26:12+00:00
chuiIansheng,"@Heraloebss Woiii para pejabat yg korupsi, kalian semua taik!!!",2023-06-19 18:18:29+00:00
purw73,"@Bambangmulyonoo Janji Anies Baswedan ditunaikan semua. Rumah DP 0%, Tranfortasi terintegrasi biaya murah.  Boti u semua agama dan Bapak KESETARAAN NASIONAL . Berjuta Sumur resapan biopori ,Mbangun Stadion  JIS tercanggih tanpa utang. Membangun Sirkuit Formula E.     Wtp 0% /nol korupsi dr BPK",2023-06-19 18:16:24+00:00
purw73,"@AqiaqiH Janji Anies Baswedan ditunaikan semua. Rumah DP 0%, Tranfortasi terintegrasi biaya murah.  Boti u semua agama dan Bapak KESETARAAN NASIONAL . Berjuta Sumur resapan biopori ,Mbangun Stadion  JIS tercanggih tanpa utang. Membangun Sirkuit Formula E.     Wtp 0% /nol korupsi dr BPK",2023-06-19 18:15:15+00:00
bambang20020901,hanya dia yg merubah korupsi jadi kelebihan bayar https://t.co/fj0XuVfPSR,2023-06-19 18:13:15+00:00
purw73,"@GunRomli Janji Anies Baswedan ditunaikan semua. Rumah DP 0%, Tranfortasi terintegrasi biaya murah.  Boti u semua agama dan Bapak KESETARAAN NASIONAL . Berjuta Sumur resapan biopori ,Mbangun Stadion  JIS tercanggih tanpa utang. Membangun Sirkuit Formula E.     Wtp 0% /nol korupsi dr BPK",2023-06-19 18:12:19+00:00
KristianLambe2,KPK Sebut Ada 3 Klaster di Dugaan Korupsi Kementan https://t.co/PrWCnmIWhg,2023-06-19 18:10:50+00:00
HainangV,"@KompasTV DIKASIH JUDUL INI BOLEH, SELURUH KEPALA DESA DI INDONESIA KORUPSI DANA DESA BUAT DANAI KKB-OPM BELI SENJATA.",2023-06-19 18:09:59+00:00
edibas81,@ch_chotimah2 @PDI_Perjuangan Ahy puan jos,2023-06-19 18:09:44+00:00
purw73,"@kangdede78 @aniesbaswedan Janji Anies Baswedan ditunaikan semua. Rumah DP 0%, Tranfortasi terintegrasi biaya murah.  Boti u semua agama dan Bapak KESETARAAN NASIONAL . Berjuta Sumur resapan biopori ,Mbangun Stadion  JIS tercanggih tanpa utang. Membangun Sirkuit Formula E.     Wtp 0% /nol korupsi dr BPK",2023-06-19 18:08:09+00:00
edibas81,@P3n99u94t Ada hp aman dah,2023-06-19 18:02:29+00:00
Mujtahidah17,"@alisyarief Sepertinya  tak  berani menyentuh Elite PDIP dlm kasus korupsi diKominfo,",2023-06-19 18:01:36+00:00
Nothingseri0uS,@twt_lutfi Da pemimpin kerajaan perpduan yg lawan korupsi ada zahid hamidi guane 😭,2023-06-19 17:53:38+00:00
monitorind,Mahfud MD Tegaskan Satelit Satria-1 Tak Ada Hubungannya dengan Kasus Korupsi 4G Kominfo https://t.co/Mb8tkuC7Cz,2023-06-19 17:48:24+00:00
RakyatNgenez,@BukanPNTL @FaktaSepakbola Hemat ongkos. Liat aja itu kaos murahan 25 rebu polos tipis korupsi emang enak bro,2023-06-19 17:47:58+00:00
Kaki_Langith,"@ZeroDemoCRAZY Karya si tikus yaman bin Syaiton ;
Korupsi formula e
Kelebihan bayar
Salah hitung
Bambu mesum
Waring item
Tugu sepatu
Tugu sepeda
Lem Aibon

Lalau Kadrun bersorak kalau si tikus Yaman pantes jd presiden https://t.co/PJJ3HomOHf",2023-06-19 17:47:45+00:00
RakyatNgenez,"@FaktaSepakbola Yang ngenes Argentina cok2... Dapet Jersey indo yg jelek, palingan harganya 25rebuan njing, udah tipis polos gak ada namanya pulak. Kebanyakan korupsi asu guoblog PSSI....",2023-06-19 17:46:06+00:00
kolakmanis,"Herdon Samosir Ditetapkan Tersangka Dugaan Korupsi Rekonstruksi, Kuasa Hukum Ajukan Prapid - Tribun Medan https://t.co/cvPcujFYZd",2023-06-19 17:41:34+00:00
kabelchargeran,"@mazzini_gsp Mau nanya, ini orang kalau sedekah tapi hasil korupsi berkah gak sih ?",2023-06-19 17:40:34+00:00
98garislurus,"@PramukhtikoS Aku sih kurang percaya. Pemerintahan sakarang baik-baik saja koq, gak ada korupsi tuh... Realitanya banyak yg ingin meneruskan.😂😂🤣🤣yg kebagian mungkin..?",2023-06-19 17:35:26+00:00
DrTaufan1,"Bertambah BUMN yg merugi.
Istaka Karya, 3 TAHUN TAK DIAUDIT.
Banyak korban Istaka Karya yg mengadu ke DPR. 

Apakah ada korupsi atau dampak ngotot ambisi membangun dengan hutang besar dan bunga tinggi ?

Erick Tohir atau Jokowi yg salah ? https://t.co/V20vMqNtFH",2023-06-19 17:34:49+00:00
TrisnadiWallet,@LOVE_AG4EVER__ Ada juga yg Korupsi Sapi Qurban,2023-06-19 17:34:09+00:00
oedhieenz,"@susipudjiastuti celah korupsi baru ya bu, mari lawan!!",2023-06-19 17:30:19+00:00
Kaki_Langith,"@abwnews_ Bersandar pada uang hasil korupsi l, itu yg bener drunnn",2023-06-19 17:29:05+00:00
ArmiSatria8,"@NasDem Terbuai dan terlena dg jargon politik tanpa mahar.

Ternyata di belakang layar korupsi jalan terus.",2023-06-19 17:28:06+00:00
KokoruleMe36360,@mohmahfudmd LAPORAN  DUGAAN KORUPSI DANA KONI KAB.SORONG SELATAN PAPUA BARAT DAYA SEBESAR RP.10.525 M DI KEJAKSAAN TINGGI PAPUA BARAT TERKESAN JALAN DI TEMPAT. SETELAH BUPATI SORSEL BERTEMU KAJATI PAPUA BARAT. [ BUPATI SORSEL KETUA KONI SORSEL]. https://t.co/rZBVrbmoOZ,2023-06-19 17:24:45+00:00
AngellieLovely,"@reksi_zp19 @TxtdariHI Yah, wajarlah. Didunia ini minus orang jujur, jadi ga mungkin gaada korupsi, apalagi untuk skala proyek sebesar itu",2023-06-19 17:23:02+00:00
BungDenni,"@Syarman59 Integritas mereka teruji kok. Lah elu siapa?

Mereka ikut berjuang melawan korupsi, bertahun2. Ikur berjuang melawan revisi UU KPK yg melemahkan KPK keluaran pemerintahan saat ini. Jejak jelas. Jadi kl ngomong juga ada bobotnya. 

LAH ELU??",2023-06-19 17:22:15+00:00
Ootdmu,@kompascom Kayak mama gak rugi mungkin ada yang korupsi,2023-06-19 17:21:59+00:00
TruthGPTBot,"@iskandar45v @AfifFuadS Wah, kalau isinya kardus duren semua, nanti bisa-bisa partainya bukan cuma korupsi tapi juga bau durian!",2023-06-19 17:20:40+00:00
kidal70,"@yudiharahap46 Pelanggaran kode etk...
Perpanjangan masa jabatan...
Pungli...
Yg gini yg namanya lembaga pemberantas korupsi?...
Kayaknya ga punya kaca ya di rumah...",2023-06-19 17:18:16+00:00
kembargroup,"@VIVAcoid Hidup diwakanda makin susah, aturan buat rakyat sipil, coba buat aturan yg korupsi uang negara dimiskinkan, harta disita utk negara.....itu baru hebat...",2023-06-19 17:16:07+00:00
VIVAcoid,KPK Ungkap Sudah Periksa 30 ASN terkait Kasus Dugaan Korupsi di Kementan https://t.co/VJW5m2ypbS,2023-06-19 17:15:33+00:00
TanjungHerman,"@tukanggendang5 @aniesbaswedan @tatakujiyati @Mdy_Asmara1701 @dprddkijakarta @JakartaKeras @abu_waras @DrEvaChaniago @fahiraidris @DPP_PPNI @maspiyuaja @msaid_didu @AimanWitjaksono @HermanT31884052 Absolut power, corups Absolutly , kami korban dari hancurnya negeri ini karena korupsi, tolong  KPK periksa dinas kesehatan DKI khususnya AGD Dinkes",2023-06-19 17:12:34+00:00
Sergio_Fitz,"@TohaAkbar4 @aldinodiin @KakekHalal @SBYudhoyono Eh giliran Jaksa Agungnya diGanti malah Sekjen Nasdem ketangkep Kasus Korupsi 8,2 T. 
Setelah itu terbuka dan Ketahuan semua bahwa NASDEM Menggunakan Kewenangannya untuk mengintimidasi para Kepala Daerah dari Partai lain, dan mempolitisasi hukum. Dasar Biadab...",2023-06-19 17:11:36+00:00
republic_id,"@yudiharahap46 sudah menjadi karakter bangsa Indonesia.
sampai kiamat jg mustahil musnah dari negara ini yg namaya pungli, suap, sogok, kolusi, korupsi, nepotisme. ini pelumas mesin penggerak ekonomi Indonesia.",2023-06-19 17:03:59+00:00
yudhaprand,"@Heraloebss Anak orang mampu tapi ambil Beasiswa gak masuk korupsi kan ya. Sistem Beasiswa yang menyasarkan anak-anak di atas rata-rata juga gak salah lho ya.
Ok paham",2023-06-19 17:02:48+00:00
dianfarizka_9,"@KompasTV Lembaga Anti Rasuah ANTI KORUPSI masa ada pungli di rutan sampai nilainya sangat fantastis sampai 4M, dulu pernah ada pegawai yang mencuri barang bukti karena terlilit utang. Sabar @KPK_RI banyak ujian",2023-06-19 17:00:40+00:00
republikaonline,Kejati Sultra telah tetapkan satu tersangka inisial GAS atas dugaan korupsi di Konawe https://t.co/EkpcHNwgtG,2023-06-19 16:57:40+00:00
RifRhmdn,"@txtdrpemerintah Udah ga heran dari ormas/masyarakat masih banyak yg mental pungli &amp; korupsi 

Koar2 anti korupsi tapi pungli masih gas terus

Oh setrika~",2023-06-19 16:56:26+00:00
YunanLampasio3,"@temponewsroom Menarik Upeti.....? Sdh ini praktek korupsi yg sangat tradisional , konpensional , juga tdk berkeadaban .  Sebab sifatnya memaksa dan memeras orang dibawah kekuasaannya , seperti Staf menteri.  Beda   korupsi dgn cara fee, mark up atau fiktif.",2023-06-19 16:55:56+00:00
ayhasbi0,@OposisiCerdas Emang gk korupsi tp goblok pinter nya cuma  ngomong doang,2023-06-19 16:55:42+00:00
megaxuz,@mazzini_gsp lah kalau gak mau di bahas ya artinya rumahnya korupsi gitu?,2023-06-19 16:54:18+00:00
Johnytruee,"@MHDYUSUFHANDOK1 @Gi_N0ng @Restty_cayah @prabowo @sandiuno Dia keturunan Cina komunis anjing yg hobinya korupsi lalu kabur ke negeri nenek moyangnya kalau ketahuan ..
#EtnisBenalu",2023-06-19 16:54:06+00:00
lelakimusaja,"@DoankWarto Korupsi gaya baru @aniesbaswedan berbentuk KELEBIHAN BAYAR
Ketahuan balikin...ga ketauan Alhamdulillah https://t.co/RJz6wNFHxq",2023-06-19 16:53:56+00:00
basuki_dipa,@psi_id @TIIndonesia @DPR_RI Perangi korupsi,2023-06-19 16:52:38+00:00
mbuleTele,"@NasDem Korupsi BTS nilainya amat sangat banyak 8 triliun.
Dan satelit nusantara 1 yg di luar angkasa sana dgn biaya 19 triliun jadi tdk bisa berfungsi krn BTSnya di bumi dikorupsi.
Jadi total kerugian negara adalah 27 triliun.",2023-06-19 16:51:29+00:00
mediaindonesia,KPK sudah memeriksa puluhan orang terkait dugaan korupsi di Kementerian Pertanian (Kementan).  https://t.co/vITdXK2x2Z,2023-06-19 16:50:04+00:00
teropong_news,"Andi Arief di Periksa KPK soal Aliran Dana Korupsi Diduga Mengalir ke Musda Partai Demokrat 

https://t.co/uQRDwP0U5k",2023-06-19 16:48:24+00:00
medcom_id,"Komisi Pemberantasan Korupsi (KPK) memeriksa puluhan orang terkait dugaan korupsi di Kementerian Pertanian (Kementan). Kasus itu dalam tahap penyelidikan.

#KPK #Kementan 

https://t.co/NJtWwcbuaT",2023-06-19 16:45:00+00:00
azizusman583,@psi_id @CherylTanzil Korupsi berkurang aja deh udah cukup,2023-06-19 16:44:40+00:00
AqulilaDarksoul,@worksfess Plot twist ya yg punya anak2 politikus yg duitnya hasil korupsi trus di cuci biar keliatan kaya dari hasil cafe padahal mereka triple keluarin duit.,2023-06-19 16:44:04+00:00
ocewan4,@musniumar Korupsi besar2an.. gila,2023-06-19 16:42:29+00:00
dodomarido9,@psi_id @TIIndonesia @DPR_RI Mereka yang korupsi biar pada jera,2023-06-19 16:41:03+00:00
antaranews,Pakar hukum sebut perlu peningkatan fungsi penegak hukum cegah korupsi https://t.co/KWC8pRPsnP,2023-06-19 16:39:36+00:00
Fredy_siTom,"Emang pernah ada yg bilang dicopot karena indikasi KORUPSI.

Persepsi publik sampai hari ini,
menurut sepengetahuan saya bukan karena korupsi tetapi
karena GAK BISA KERJA.
Kementriaan dituntut Jokowi pada saat ini untuk bertindak SIGAP &amp; CEPAT MENGAMBIL KEPUTUSAN.

Namun gagal...",2023-06-19 16:39:30+00:00
_nagininagini,"@AisyahMinang @Ndons_Back masak anaknya lahir aja belum uda dihujat? kecuali anak istri koruptor yg jelas2 menikmati hasil korupsi. ini kan istrinya gatau apa2, apalagi anak di kandungannya. ngaco",2023-06-19 16:39:25+00:00
girsang_smile,"Brigjen Pol Endar Priantoro Diberhentikan Ketua KPK, Dewan Pengawas Komisi Pemberantasan Korupsi Katakan Ini https://t.co/x2nzN445om",2023-06-19 16:38:03+00:00
JujurWarsito,@psi_id @TIIndonesia @DPR_RI Berantas korupsi,2023-06-19 16:36:33+00:00
SINDOnews,"Satgas Covid-19 RSUD Achmad Mochtar Bukittinggi, Sumatera Barat mengadukan dugaan korupsi dana bantuan pemerintah ke Presiden Joko Widodo (Jokowi).

 #Sindonews #news .https://t.co/anzQd8OpIH",2023-06-19 16:36:31+00:00
lurellaby,"@undipmenfess wkwk kos depannya kosku, kata satpamku kost ini dulu sempet pending karna korupsi jd ga selesai"" wkwk gatau skrg udh ada isinya apa blm",2023-06-19 16:35:58+00:00
teropong_news,"https://t.co/EGwtTSX5ml

Intensifkan penyidikan Korupsi Tol Japek 2 Jampidsus Periksa PMS PT AJR",2023-06-19 16:35:11+00:00
SandiBorobudur,"Ingat pak hakim anda adalah orang terhormat,jadi jangan sampai tebang pilih untuk para tersangka korupsi #JaksaTebangPilih",2023-06-19 16:34:46+00:00
OranjeXIV,"@nasidaruratJogj @jogmfs Maap.. Definsi saya itu ga saya anggap konten. Dokumentasi. Saya baru tahap bantu bagi nasi di tiap jumat. Juga foto , Sekedar dokumentasi nasi e ga saya korupsi.",2023-06-19 16:33:49+00:00
SandiBorobudur,Berantas habis untuk para korupsi di negeri ini #JaksaTebangPilih,2023-06-19 16:31:50+00:00
medcom_id,"Dewan Pengawas (Dewas) Komisi Pemberantasan Korupsi (KPK) memutuskan Ketua KPK Firli Bahuri tak melanggar etik terkait laporan dugaan bocornya dokumen penyelidikan di Kementerian Energi dan Sumber Daya Mineral (ESDM).

#FirliBahuri 

https://t.co/X7lB0MNfaY",2023-06-19 16:30:00+00:00
Saepul37884466,"Dukung Kejaksaan, Ray Rangkuti yakin Duit Korupsi BTS 4G mengalir ke Banyak Orang - Jawa Pos https://t.co/MPPlfz90Rm",2023-06-19 16:29:50+00:00
catur145,@JackulHadi832 @Rahmah0845 @DahonoB @03__nakula @9313Wak @bapakbagus4 @bentangnegeri @BudTeguh @CahNgaritProf @mak_iyik @hilalmultibiz kalo ahok korupsi pasti sudah di bui,2023-06-19 16:28:13+00:00
Tery44117487,@geloraco Tdk korupsi karena @aniesbaswedan ketahuan dan belum encer tu yg 23T,2023-06-19 16:25:25+00:00
lukman_huta,@HMMurah3 Rugi itu bukan auto korupsi bro 😎,2023-06-19 16:25:01+00:00
Andikapulung,"Cegah Korupsi di Jateng, Ganjar Gandeng KPK hingga Jadi Mentor Jajaran Inspektorat https://t.co/Crx43u35DH",2023-06-19 16:24:34+00:00
telisik_id,"Satu Tersangka Dugaan Korupsi Pertambangan di PT Antam Belum Penuhi Panggilan Kejati Sulawesi Tenggara

https://t.co/0M05ymW0x5",2023-06-19 16:23:27+00:00
Ghurem2,"@vita_AVP @ganjarpranowo Sepakat , Pendidikan Anti korupsi hrs dimulai sedini mungkin",2023-06-19 16:21:52+00:00
auliamed,"Direktur Utama PT. Basis Utama Prima, muhammad Yusrizki telah di TAHAN sbgi Tersangka kasus BTS di Kominfo.
Pemilik PT. Basis Utama Prima, Happy Hapsoro jelas sangat mengetahui kasus korupsi ini.

Di lain tempat pt sansaine exindo telah kembalikan Rp.36,8 Milyar. https://t.co/oWHZBrgI5D",2023-06-19 16:20:43+00:00
Ghurem2,"Setujuuuuu , Pendidikan Anti korupsi bs dimulai sedini mungkin
@ganjarpranowo  👍👍👍",2023-06-19 16:20:34+00:00
damnmaulana,"@YRadianto Dijatah aja 1000T per tahun...
Nanti siapa yang paling sedikit korupsi nya kita pilih periode depan...
Wal hasil kekuasaan bergilir ga itu2 doang...",2023-06-19 16:20:28+00:00
SimAbdi77,"@alfatih_ghazy @Ndons_Back Orang cina korupsi Triliyunan ga pernah tuh dibahas anak istri ibu mertua perusahaan dll.

Bahkan duitnya balik lagi ke kas negara pun entah!",2023-06-19 16:20:06+00:00
yehma00055,"@geloraco Korupsi mah gak, cuma pas bayar di lebihin dananya",2023-06-19 16:15:33+00:00
RmolAceh,"Lagi, Kejari Tahan Tersangka Kasus Korupsi APE Disdikbud Aceh Tengah https://t.co/Mq0fJ2qE6J",2023-06-19 16:13:47+00:00
StefanAntonio__,"@veroaktivis @ekoboy_2 Beda dong ..
Mreka kan PEMBANTUnya Presiden

Kalau kamu punya ART maling pohon mangga tetangga .. apakah tetanggamu akan menggamparmu ??!!
Beda halnya dengan KONCO ..

Bahkan 4 foto yg kau kasi itu semua sungkem sm 8.32 TRILYUNnya Korupsi Johnny G Plate

Apa kabar Private Jet ?!! https://t.co/TYOntmGEy3",2023-06-19 16:13:07+00:00
NgatijoT5273,@FPKSDPRRI Semua parte masih pda sante . Posisinya negara kita banyak utng dan banyak yg korupsi .,2023-06-19 16:12:42+00:00
Sarapdalbo,Kasus ini menunjukkan bahwa upaya pemberantasan korupsi di Sulut masih jauh dari memuaskan. Kita harus berkomitmen untuk memerangi korupsi secara tegas dan adil. #JaksaTebangPilih,2023-06-19 16:11:25+00:00
shony_lalengke,Mungkinkah Korupsi di Polri Dibersihkan..??? https://t.co/SM21Up03y9 lewat @YouTube,2023-06-19 16:10:21+00:00
eeh_ito,"@ch_chotimah2 @jokowi @ganjarpranowo @erickthohir Ribut Ormas terlarang, tapi gak ribut partai paling banyak kader yg korupsi, situ pancasila",2023-06-19 16:09:24+00:00
Sejhagad,"Pakar Hukum Sebut 
Korupsi di Indonesia Seperti Kanker Stadium 4

https://t.co/TvdPhSaI5K https://t.co/l0jX549igo",2023-06-19 16:05:07+00:00
louisthanawiin,@tawwinan 5 HARI AJE JAN KORUPSI,2023-06-19 16:03:52+00:00
sbram01,"@OposisiCerdas Prabowo paling Mateng secara intelektual dan pinansial di antara capres yg ada sehingga ada harapan dari masyarakat Prabowo tidak akan korupsi, jd asing takut klo Prabowo jd presiden karna mereka tdk bisa lagi merampok kekayaan negara.",2023-06-19 16:03:07+00:00
hi_serin18,@DS_yantie @KejaksaanRI Haduh kompaknya kok korupsi sih,2023-06-19 16:03:04+00:00
democraz1e,"@mohmahfudmd saya bangga mendengar indonesia raya berkumandang
tapi melihat korupsi para pejabat 
jadi hilang kebanggan",2023-06-19 16:01:56+00:00
sbram01,"@OposisiCerdas Prabowo capres yg paling ideal karna bisa di terima di semua lapisan masyarakat, hanya satu penyakit dari sumber penyakit knpa ekonomi kita hancur yaitu korupsi. Kalo yg satu ini SDH bisa di berantas maka negeri ini akan makmur. Lalu apa hubungannya dengan Prabowo ???",2023-06-19 16:01:21+00:00
